day	mon	sea	tr_lin	tr_exp	yd_lin	yd_exp	noi	y_lin	y_exp
2023-01-29	1	-1.4760703169461895	5.03972602739726	5.03988426191351	3.563655710451071	3.5520395499425526	-0.9123149722933106	2.6513407381577605	2.6324471757887293
2023-01-30	1	-1.4794176622139663	5.041095890410959	5.0412652412888725	3.5616782281969925	3.5496378737152505	-0.5545198607791971	3.0071583674177953	2.9905415337651484
2023-01-31	1	-1.4840114465905898	5.042465753424658	5.042646599066582	3.5584543068340677	3.545977544241398	-1.1625882511736911	2.3958660556603766	2.3734732060622425
2023-02-01	2	-1.4897157159175853	5.043835616438356	5.044028335350324	3.554119900520771	3.5411946788093256	0.25394458871865744	3.8080644892394284	3.7973754190304843
2023-02-02	2	-1.4963794224425815	5.045205479452055	5.045410450243816	3.5488260570094736	3.5354407751394947	-0.15195426990150182	3.3968717871079717	3.382106442875453
2023-02-03	2	-1.5038373910132568	5.046575342465753	5.0467929438507975	3.5427379514524966	3.528881757117858	-0.2741948408239115	3.268543110628585	3.252120839535776
2023-02-04	2	-1.51191940945359	5.0479452054794525	5.048175816275043	3.5360257960258625	3.521688816482951	-0.48114150480750506	3.0548842912183574	3.0359114347278653
2023-02-05	2	-1.5204552143475205	5.049315068493151	5.049559067620349	3.5288598541456304	3.514033384716516	1.8099803915489914	5.338840245694621	5.341953964388763
2023-02-06	2	-1.5292745422789882	5.050684931506849	5.050942697990544	3.521410389227861	3.5060870814811667	-0.44013938263422175	3.081271006593639	3.0614633213182887
2023-02-07	2	-1.5382071298319324	5.052054794520548	5.052326707489487	3.5138476646886154	3.498021714749363	-0.013068059202163453	3.500779605486452	3.484816893844934
2023-02-08	2	-1.5470827135902931	5.053424657534246	5.053711096221062	3.506341943943953	3.4900092809324508	0.10468484349114296	3.611026787435096	3.595818671963922
2023-02-09	2	-1.55573103013801	5.054794520547945	5.055095864289183	3.4990634904099354	3.482221965009782	-0.9455317038478928	2.5535317865620426	2.5262712838746246
2023-02-10	2	-1.5639818160590224	5.056164383561644	5.056481011797791	3.4921825675026215	3.4748321406578966	-0.9072960934338027	2.584886474068819	2.5572870469526294
2023-02-11	2	-1.5716648079372704	5.057534246575343	5.057866538850857	3.4858694386380726	3.4680123703797814	1.070551674356612	4.556421112994684	4.5509538687475954
2023-02-12	2	-1.561171826861777	5.058904109589041	5.05925244555238	3.497732282727264	3.4795799689567954	2.1012937627643504	5.599026045491614	5.605775090574697
2023-02-13	2	-1.5672084404063147	5.06027397260274	5.060638732006389	3.4930655321964252	3.4744235850768836	-0.8661927333956395	2.6268727988007856	2.597725885875992
2023-02-14	2	-1.5721664696599065	5.061643835616438	5.062025398316937	3.4894773659565317	3.470356078356793	0.9595691563706362	4.449046522327168	4.441828766554736
2023-02-15	2	-1.5758756512064924	5.063013698630137	5.063412444588112	3.4871380474236444	3.467550767899642	-1.7374739707529294	1.749664076670715	1.7080413027679815
2023-02-16	2	-1.5781657216300122	5.064383561643836	5.064799870924023	3.4862178400138237	3.4661811622823433	-0.5034226464472895	2.982795193566534	2.9562341713330507
2023-02-17	2	-1.5788664175144052	5.065753424657534	5.066187677428816	3.486887007143129	3.4664209596852844	-0.4017063312520755	3.0851806758910536	3.059397026618404
2023-02-18	2	-1.577807475443611	5.067123287671233	5.067575864206658	3.489315812227622	3.4684440480220817	-0.04962449393619731	3.4396913182914246	3.4181488704731726
2023-02-19	2	-1.5922565474964858	5.068493150684931	5.068964431361749	3.4762366031884455	3.45474607038924	0.4660034894822516	3.9422400926706973	3.9271770930044383
2023-02-20	2	-1.5871675392671367	5.0698630136986305	5.070353378998316	3.4826954744314937	3.460853319846402	0.17107846748830652	3.6537739419198	3.6343389769870393
2023-02-21	2	-1.5798081028344197	5.071232876712329	5.071742707220615	3.4914247738779087	3.4692666623489137	0.9798596218875649	4.4712843957654735	4.463185840630555
2023-02-22	2	-1.5700079747822742	5.072602739726028	5.073132416132929	3.502594764943754	3.4801607460418964	1.9535913319277152	5.456186096871469	5.462326248817655
2023-02-23	2	-1.5575968916946399	5.073972602739726	5.074522505839573	3.516375711045086	3.49371040945353	0.1784376690317365	3.6948133800768224	3.67480760293175
2023-02-24	2	-1.5424045901554566	5.075342465753424	5.075912976444887	3.532937875597968	3.5100906816252393	0.8466563698758044	4.379594245473772	4.369601492513703
2023-02-25	2	-1.5242629937019503	5.076712328767123	5.0773038280532425	3.552449335065173	3.5294745614766807	0.2885679408405312	3.8410172759057044	3.822503983613295
2023-02-26	2	-1.5030421132373937	5.078082191780822	5.078695060769036	3.575040078543428	3.5519965494437153	-0.24631209059025247	3.328727987953176	3.3018077498660334
2023-02-27	2	-1.478679404005088	5.079452054794521	5.080086674696696	3.600772650789433	3.5777227674097567	1.429271454209683	5.030044104999116	5.029887341220753
2023-02-28	2	-1.4511806272211323	5.080821917808219	5.0814786699406795	3.6296412905870867	3.606649989249616	-0.013518158372056898	3.61612313221503	3.5929115425647185
2023-03-01	3	-1.4206198500744238	5.082191780821918	5.0828710466054705	3.6615719307474945	3.638705545770212	-0.4297403502008975	3.231831580546597	3.2018425890513647
2023-03-02	3	-1.3871394457266581	5.083561643835616	5.08426380479558	3.6964221981089582	3.67374722957313	-0.6500094710353058	3.0464127270736525	3.012783304301305
2023-03-03	3	-1.3509500933123288	5.0849315068493155	5.085656944615553	3.733981413536987	3.711563199838978	-1.6119898337326486	2.1219915798043383	2.0719577413245553
2023-03-04	3	-1.3123285909854412	5.086301369863014	5.087050466169957	3.7739727788775728	3.7518741120618277	0.4529489832311107	4.226921762108684	4.212708979321234
2023-03-05	3	-1.2715819555067522	5.087671232876712	5.088444369563394	3.8160892773699597	3.7943695611760453	-0.12852851645753458	3.687560760912425	3.6635675199967097
2023-03-06	3	-1.2290180652697884	5.089041095890411	5.08983865490049	3.8600230306206225	3.8387379236642527	-0.44061715012565356	3.4194058804949687	3.390203883119924
2023-03-07	3	-1.1849447986680763	5.090410958904109	5.091233322285901	3.905466160236033	3.884667233476247	-0.4658273789813354	3.439638781254698	3.410340058615672
2023-03-08	3	-1.139670034095143	5.0917808219178085	5.092628371824314	3.9521107878226656	3.9318451817941322	-0.12209964133757803	3.8300111464850874	3.8074835622610674
2023-03-09	3	-1.0935016499445147	5.093150684931507	5.0940238036204395	3.9996490349869918	3.979959116797323	-0.8627310072183257	3.136918027768666	3.1010046594190053
2023-03-10	3	-1.0467475246097186	5.094520547945206	5.095419617779024	4.047773023335488	4.028696043427426	-0.6041221447543459	3.443650878581142	3.413044877844219
2023-03-11	3	-0.9997155364842811	5.095890410958904	5.096815814404837	4.096174874474623	4.077742623152977	-1.545766064239654	2.550408810234969	2.5020456388355785
2023-03-12	3	-1.047233980374652	5.097260273972603	5.098212393602678	4.050026293597951	4.030408142053095	-0.12368380821967201	3.9263424853782793	3.9042948772623935
2023-03-13	3	-1.000569901848512	5.098630136986301	5.099609355477376	4.0980602351377895	4.0791062290222255	0.33807843376972957	4.436138668907519	4.423919817769676
2023-03-14	3	-0.9545515957123109	5.1	5.101006700133787	4.145448404287689	4.127171883063409	-1.4623661511425712	2.6830822531451175	2.6352639760579852
2023-03-15	3	-0.9094869403595752	5.101369863013699	5.1024044276768	4.191882922654123	4.174290389395815	0.16731854205207014	4.359201464706193	4.345035763355597
2023-03-16	3	-0.8656838141838318	5.102739726027397	5.103802538211326	4.237055911843565	4.220146688587345	1.44019662984501	5.677252541688575	5.6902425315726175
2023-03-17	3	-0.8234500955786072	5.104109589041096	5.105201031842313	4.280659493462489	4.264425376318601	1.107583578502612	5.388243071965101	5.395312741883228
2023-03-18	3	-0.783093662937428	5.105479452054794	5.106599908674729	4.322385789117367	4.3068107031467235	0.549277315505406	4.8716631046227725	4.867798600986125
2023-03-19	3	-0.6504019782408985	5.1068493150684935	5.107999168813579	4.456447336827595	4.443548615963735	0.6812376726621323	5.1376850094897275	5.139500909108269
2023-03-20	3	-0.6147237527083907	5.108219178082192	5.109398812363889	4.493495425373801	4.481225049959864	-0.6659603779217095	3.8275350474520917	3.8006936171529464
2023-03-21	3	-0.5818464483205089	5.109589041095891	5.11079883943072	4.527742592775382	4.516058808870051	1.5820624649006223	6.109805057676004	6.133179410774252
2023-03-22	3	-0.5520779434707793	5.110958904109589	5.112199250119158	4.55888096063881	4.547732760395429	-0.06525642137101971	4.49362453926779	4.481011994715752
2023-03-23	3	-0.5257261165527289	5.112328767123287	5.113600044534322	4.586602650570558	4.575929425930944	-1.27473058690139	3.3118720636691683	3.272236948741302
2023-03-24	3	-0.5030988459598842	5.1136986301369864	5.115001222781355	4.6105997841771025	4.600330980328415	1.7941243161020166	6.404724100279119	6.435720594465131
2023-03-25	3	-0.48450401008577215	5.115068493150685	5.116402784965429	4.630564483064912	4.620619251659476	1.0904061036632473	5.72097058672816	5.7364106167646645
2023-03-26	3	-0.47024948732391914	5.116438356164384	5.11780473119175	4.646188868840465	4.636475720978381	0.883076904138839	5.529265772979304	5.540358752579964
2023-03-27	3	-0.46064315606785233	5.117808219178082	5.1192070615655485	4.65716506311023	4.64758152208467	0.26930903933106803	4.926474102441298	4.9233112692620775
2023-03-28	3	-0.45599289471109783	5.119178082191781	5.120609776192083	4.663185187480684	4.653617441285728	-0.8771849242135191	3.7860002632671645	3.755273101594516
2023-03-29	3	-0.4566060189944232	5.120547945205479	5.122012875176646	4.663941926211056	4.6542644935421285	-0.535343139811698	4.128598786399357	4.105857602591526
2023-03-30	3	-0.46274709236793554	5.1219178082191785	5.123416358624552	4.659170715851243	4.649247154035786	0.8908644872910452	5.550035203142288	5.562101091536709
2023-03-31	3	-0.4745671599524165	5.123287671232877	5.124820226641149	4.648720511280461	4.6384059505963915	1.3454969727924775	5.994217484072938	6.017491970806656
2023-04-01	4	-0.49209698686261993	5.124657534246575	5.126224479331815	4.632560547383955	4.621704555279696	0.1969973568677787	4.829557904251733	4.823675089907551
2023-04-02	4	-0.5152470582072729	5.126027397260274	5.12762911680195	4.610780339053001	4.5992299531999175	0.08036318975816933	4.69114352881117	4.6816444795445316
2023-04-03	4	-0.5438075790890756	5.127397260273972	5.129034139156992	4.583589681184897	4.571192611500955	-0.04581668932039321	4.537772991864504	4.524193538767466
2023-04-04	4	-0.5774484746047012	5.1287671232876715	5.1304395465024015	4.551318648682971	4.537926648466512	-0.5256126162157903	4.0257060324671805	3.9986018979916964
2023-04-05	4	-0.6157199524975557	5.13013698630137	5.131845338943669	4.514417033803814	4.49988942527983	-0.3385847546797598	4.175832279124054	4.152376506251687
2023-04-06	4	-0.6580946927956773	5.131506849315069	5.1332515165863155	4.473412156519392	4.457618400616153	-0.7921132104473712	3.6812989460720207	3.6443951328487483
2023-04-07	4	-0.704038613850404	5.132876712328767	5.134658079535891	4.428838098478363	4.411658568153446	-0.8874009399209748	3.5414371585573883	3.5003584869628503
2023-04-08	4	-0.7530176340130736	5.134246575342466	5.136065027897971	4.381228941329392	4.362555520808967	-0.5320825988255028	3.8491463425038894	3.8159933552528207
2023-04-09	4	-0.8044976716350243	5.135616438356164	5.1374723617781655	4.33111876672114	4.310855451150201	-0.7890971307410415	3.5420216359800984	3.5000625111620907
2023-04-10	4	-0.8579446450675936	5.136986301369863	5.138880081282108	4.279041656302269	4.257105151806007	0.8106724477840598	5.089714104086329	5.09029485067835
2023-04-11	4	-0.9128244726621195	5.138356164383562	5.140288186515464	4.225531691721442	4.201852015878004	-0.9362497628697352	3.289281928851707	3.2393332967365636
2023-04-12	4	-0.8736917271462074	5.13972602739726	5.141696677583928	4.266034300251053	4.243245107443885	0.6665998574376788	4.932634157688732	4.928735961896931
2023-04-13	4	-0.9298350181186604	5.141095890410959	5.143105554593222	4.211260872292299	4.186657625284949	-0.7542039326781035	3.4570569396141955	3.410867538194387
2023-04-14	4	-0.9858089183070841	5.142465753424657	5.144514817649099	4.156656835117573	4.130213100128814	0.47728504518404413	4.6339418803016175	4.621293097567141
2023-04-15	4	-1.041079346062816	5.1438356164383565	5.145924466857337	4.10275627037554	4.0744613310884406	0.05774663962921206	4.160502910004752	4.133893300237792
2023-04-16	4	-1.095112219737194	5.145205479452055	5.147334502323747	4.050093259714861	4.019952719809826	0.7840573178902711	4.834150577605132	4.827113776645029
2023-04-17	4	-1.1473734576815564	5.146575342465754	5.148744924154168	3.9992018847841972	3.967238270884742	-0.6406506432917684	3.358551241492429	3.307528921323823
2023-04-18	4	-1.1973289782472412	5.147945205479452	5.150155732454468	3.950616227232211	3.916869592263692	0.5433022676989019	4.493918494931113	4.476487849952694
2023-04-19	4	-1.3393560454093183	5.14931506849315	5.151566927330543	3.809959023083832	3.771610465840369	-0.6215908044478894	3.1883682186359423	3.1311771397350623
2023-04-20	4	-1.3830978862716607	5.1506849315068495	5.152978508888318	3.7675870452351887	3.727563772158973	-0.9022893865467696	2.8652976586884193	2.7976682086242675
2023-04-21	4	-1.4229317648093391	5.152054794520548	5.1543904772337505	3.7291230297112086	3.6875212895764156	-0.16200835312814504	3.5671146765830635	3.520510427057209
2023-04-22	4	-1.4583235993736912	5.153424657534247	5.155802832472821	3.6951010581605557	3.6520370436102536	0.18634746396835974	3.8814485221289154	3.8441912001206933
2023-04-23	4	-1.488739308316055	5.154794520547945	5.157215574711545	3.66605521223189	3.6216656652049743	0.19803911584558262	3.8640943280774724	3.8259317477331627
2023-04-24	4	-1.5136448099877684	5.156164383561644	5.15862870405596	3.6425195735738756	3.596962391146314	-0.5793002621523775	3.063219311421498	2.9992833990250345
2023-04-25	4	-1.5325060227401692	5.157534246575342	5.160042220612143	3.625028223835173	3.578483064475809	-0.433837544311376	3.191190679523797	3.130759055369131
2023-04-26	4	-1.5447888649245956	5.1589041095890416	5.161456124486188	3.614115244664446	3.566784134905564	0.5905194205811679	4.204634665245614	4.176372150902904
2023-04-27	4	-1.5499592548923853	5.16027397260274	5.162870415784228	3.6103147177103545	3.562422659233256	-0.3381808535724986	3.2721338641378557	3.2132258744144337
2023-04-28	4	-1.5474831109948763	5.161643835616438	5.16428509461242	3.614160724621562	3.565956301757361	-1.310695305448191	2.3034654191733708	2.2121954558564476
2023-04-29	4	-1.536826362136901	5.163013698630137	5.16570016107695	3.626187336493236	3.5779433237893716	-0.42968177713890887	3.1965055593543275	3.1340218787137135
2023-04-30	4	-1.517489916493263	5.164383561643835	5.167115615284037	3.6468936451505725	3.598906446574355	0.5802155561445823	4.227109201295155	4.198514618651432
2023-05-01	5	-1.4891225326708397	5.1657534246575345	5.168531457339924	3.6766308919866946	3.6292161265513374	2.3272415957145722	6.003872487701267	6.034900405807483
2023-05-02	5	-1.4515435501279397	5.167123287671233	5.169947687350886	3.715579737543293	3.669066843336279	0.9158021965116261	4.631381934054919	4.6159967329215075
2023-05-03	5	-1.4047428891743032	5.168493150684932	5.171364305423227	3.7637502615106286	3.7184768583486094	-0.41756885617377754	3.3461814053368513	3.286596722773914
2023-05-04	5	-1.3488810509711033	5.16986301369863	5.172781311663279	3.8209819627275268	3.77728797323927	-0.8375359325223186	2.983446030205208	2.9108099293196843
2023-05-05	5	-1.2842891175309437	5.171232876712328	5.174198706177407	3.886943759181385	3.8451652881201404	-0.2960480337773393	3.5908957254040454	3.538803017452725
2023-05-06	5	-1.2114687411643668	5.1726027397260275	5.175616489071997	3.9611339985616607	3.9215969705188787	-1.203155384171961	2.7579786143896996	2.6761828014716476
2023-05-07	5	-1.1310571757633738	5.173972602739726	5.177034660453472	4.042915426976352	4.005930220077152	-0.7145935976318807	3.328321829344471	3.266035055461474
2023-05-08	5	-1.0437144056393262	5.175342465753425	5.178453220428281	4.131628060114099	4.09748797541021	-0.28641194719314195	3.8452161129209568	3.800853801347917
2023-05-09	5	-0.9501004151035849	5.176712328767123	5.179872169102903	4.226611913663538	4.195592429493267	0.522988317975556	4.749600231639094	4.737394956102771
2023-05-10	5	-0.8508751884675109	5.178082191780822	5.181291506583845	4.327207003313311	4.299565029149917	-0.2431721290965633	4.084034874216748	4.04757589172473
2023-05-11	5	-0.7466987100424649	5.17945205479452	5.182711232977645	4.432753344752055	4.408726474540244	-0.03234979581487476	4.400403548937181	4.375194544509388
2023-05-12	5	-0.8063886434739526	5.1808219178082195	5.184131348390867	4.374433274334267	4.348046419266926	0.2344401396587045	4.6088734139929715	4.591120114732091
2023-05-13	5	-0.6942896144050471	5.182191780821918	5.185551852930108	4.487902166416871	4.465496893640464	-1.2997575013696387	3.188144665047232	3.117504909723036
2023-05-14	5	-0.5792192864812531	5.183561643835616	5.186972746701991	4.604342357354363	4.586093816033505	-1.1700054143084806	3.4343369430458823	3.3723365765311324
2023-05-15	5	-0.4618376440139318	5.184931506849315	5.188394029813173	4.723093862835383	4.7091548948241995	-1.7408027247485305	2.9822911380868526	2.9027608019906435
2023-05-16	5	-0.34280467131444436	5.186301369863013	5.189815702370332	4.843496698548569	4.833997089163611	-0.7415772823411619	4.101919416207407	4.064267204280555
2023-05-17	5	-0.22278035269415164	5.1876712328767125	5.191237764480183	4.964890880182561	4.959936608462165	-0.8890064580329692	4.075884422149592	4.036927828900661
2023-05-18	5	-0.10242467246441467	5.189041095890411	5.192660216249468	5.086616423425996	5.086288911875799	-0.06699225595150393	5.0196241674744915	5.016715307420563
2023-05-19	5	0.185760064397549	5.19041095890411	5.194083057784957	5.376171023301659	5.387053698445027	1.0233751367420474	6.399546160043706	6.450152790347074
2023-05-20	5	0.3047985149120911	5.191780821917808	5.195506289193449	5.4965793368299	5.5122228094259675	-1.1972514112470576	4.299327925582842	4.268157362050004
2023-05-21	5	0.42218837410199406	5.193150684931507	5.1969299105817734	5.615339059033501	5.6357465884358815	-1.0275255480784937	4.587813510955008	4.567750937496671
2023-05-22	5	0.5372696576558975	5.1945205479452055	5.19835392205679	5.7317902056011025	5.756937488472319	-0.2217237268362399	5.5100664787648626	5.526417807469875
2023-05-23	5	0.64938238126244	5.195890410958904	5.199778323725384	5.845272792221344	5.875107209704905	-0.40791101280945685	5.437361779411887	5.450897841221808
2023-05-24	5	0.7578665606102595	5.197260273972603	5.201203115694475	5.955126834582862	5.989566698959822	0.7237770541723972	6.67890388875526	6.742468992805751
2023-05-25	5	0.8620622113879959	5.198630136986301	5.202628298071009	6.060692348374297	6.09962614920398	0.6362855574287132	6.69697790580301	6.761697598550481
2023-05-26	5	0.9613093492842881	5.2	5.204053870961958	6.161309349284288	6.204594999028922	-1.550649767155541	4.610659582128747	4.590662014374512
2023-05-27	5	1.0549479899877752	5.201369863013698	5.205479834474332	6.256317853001473	6.30378193213445	1.888787979574471	8.145105832575943	8.270191479988934
2023-05-28	5	1.1423181491870955	5.2027397260273975	5.206906188715161	6.3450578752144935	6.396494876811949	0.052872074254947915	6.397929949469441	6.451554862941608
2023-05-29	5	1.2227598425708885	5.204109589041096	5.208332933791512	6.426869431611984	6.482041005427448	0.8299154915511121	7.256784923163097	7.346536242809335
2023-05-30	5	1.2956130858277932	5.205479452054795	5.209760069810477	6.501092537882588	6.55972673390439	1.7248533707627633	8.225945908645352	8.35694117735996
2023-05-31	5	1.360217894646448	5.206849315068493	5.211187596879175	6.567067209714941	6.628857721206111	0.14230052687419176	6.709367736589133	6.777168669341343
2023-06-01	6	1.4159281439837117	5.208219178082191	5.212615515104763	6.6241473220659035	6.688753317425359	0.9686229967561074	7.592770318822011	7.6985651696609905
2023-06-02	6	1.4622144028911888	5.2095890410958905	5.214043824594418	6.671803443987079	6.738853820119981	0.9184209157414723	7.590224359728551	7.6965912009400155
2023-06-03	6	1.498710184806546	5.210958904109589	5.2154725254553504	6.709669088916135	6.778768883951081	-0.49740784152712536	6.2122612473890095	6.259925497664926
2023-06-04	6	1.5252121691534994	5.212328767123288	5.216901617794802	6.737540936276787	6.808277984342245	0.773428764166789	7.510969700443576	7.615258338548397
2023-06-05	6	1.5416802013418098	5.213698630136986	5.2183311017200404	6.7553788314787955	6.8273306504336375	1.0526740491849436	7.808052880663739	7.92597099660071
2023-06-06	6	1.5482372927672867	5.215068493150685	5.219760977338365	6.7633057859179715	6.836046698227699	-1.9725309198038974	4.790774866114074	4.7768187138705525
2023-06-07	6	1.5451696208117847	5.2164383561643834	5.221191244757103	6.761607976976168	6.834716463926531	-0.13560520452732625	6.6260027724488415	6.693112322602217
2023-06-08	6	1.5329126695749862	5.217808219178083	5.222621904083612	6.750720888753069	6.823786561117533	1.1762792171092293	7.927000105862298	8.05243888203613
2023-06-09	6	1.5119483950478765	5.219178082191781	5.224052955425278	6.731126477239657	6.803752651745351	-0.6209766457939289	6.110149831445728	6.154949675403381
2023-06-10	6	1.4827589748214227	5.220547945205479	5.2254843988895185	6.703306920026902	6.77511117693807	0.5210719000225957	7.224378820049498	7.319681793791629
2023-06-11	6	1.4458265864865911	5.221917808219178	5.226916234583778	6.667744394705769	6.738359126043701	-0.17206451028772374	6.4956798844180454	6.5584857695999785
2023-06-12	6	1.4423389155381998	5.223287671232876	5.228348462615532	6.665626586771076	6.736558552940472	0.31641591632841626	6.982042503099492	7.067425086877023
2023-06-13	6	1.3913671237595158	5.2246575342465755	5.229781083092284	6.616024658006092	6.685090175787091	-1.3268472469569506	5.289177411049141	5.297266049329384
2023-06-14	6	1.3340988966453562	5.226027397260274	5.231214096121569	6.56012629390563	6.6270054868718535	-0.7561465216271706	5.80397977227846	5.835892618337983
2023-06-15	6	1.2710164117866882	5.227397260273973	5.23264750181095	6.498413672060661	6.562803672190215	-0.3303805783562405	6.1680330937044205	6.217050650593689
2023-06-16	6	1.2026018467744795	5.228767123287671	5.23408130026802	6.431368970062151	6.492984467842038	0.20493693376435707	6.636305903826508	6.707515782392095
2023-06-17	6	1.1293373791996975	5.23013698630137	5.235515491600401	6.359474365501068	6.418048160409083	-0.3420164149836243	6.017457950517444	6.059921712603404
2023-06-18	6	1.0517051866533085	5.2315068493150685	5.236950075915745	6.283212035968377	6.3384955873327495	-1.4080458182199282	4.875166217748449	4.8637224564088095
2023-06-19	6	0.9294819388224296	5.232876712328767	5.238385053321732	6.162358651151196	6.212181912453716	-0.2560463635696183	5.906312287581578	5.943928023677622
2023-06-20	6	0.8445608291057298	5.234246575342466	5.239820423926076	6.078807404448195	6.124889840245304	-0.7376291027918147	5.341178301656381	5.3518810326271415
2023-06-21	6	0.7567185271903254	5.235616438356164	5.241256187836515	5.9923349655464895	6.034487320453881	0.6865402549792401	6.67887522052573	6.754153992375641
2023-06-22	6	0.666437210667183	5.236986301369863	5.242692345160819	5.903423512037046	5.9414773977398525	0.06773477642364319	5.971158288460689	6.012499916511335
2023-06-23	6	0.574199057127271	5.238356164383561	5.244128896006788	5.8125552215108325	5.846363669514982	-0.5091621316952426	5.303393089815589	5.312341299999896
2023-06-24	6	0.4804862441615554	5.239726027397261	5.24556584048225	5.720212271558816	5.749650286321344	0.0037028963944373597	5.723915167953254	5.753535043688846
2023-06-25	6	0.3857809493610045	5.241095890410959	5.247003178695065	5.626876839771963	5.6518419522105035	1.3027315226869047	6.929608362458868	7.018929240315394
2023-06-26	6	0.29056535031658526	5.242465753424658	5.24844091075312	5.533031103741243	5.553443925122895	-0.14412080969737048	5.388910294043873	5.402162014381586
2023-06-27	6	0.1953216246192646	5.243835616438356	5.249879036764332	5.439157241057621	5.454962017267418	1.3167734619441853	6.755930703001806	6.837542296073093
2023-06-28	6	0.10053194986001013	5.245205479452054	5.251317556836649	5.345737429312065	5.356902595501228	1.8441919306808991	7.189929359992964	7.293790088253444
