year	day	day_noy	dd_t	d_t
2023	2023-02-05	0-02-05	3.5291353659742173	4.11748121958453
2023	2023-02-06	0-02-06	3.521701747937721	4.113021048762633
2023	2023-02-07	0-02-07	3.5141483966681033	3.1084890380008616
2023	2023-02-08	0-02-08	3.5066450728354424	4.103987043701265
2023	2023-02-09	0-02-09	3.499361537109817	2.09961692226589
2023	2023-02-10	0-02-10	3.4924675501613045	4.095480530096783
2023	2023-02-11	0-02-11	3.486132872659984	2.0916797235959903
2023	2023-02-12	0-02-12	3.497941713747919	3.098765028248751
2023	2023-02-13	0-02-13	3.4932349371512164	7.0959409622907295
2023	2023-02-14	0-02-14	3.489596752011939	6.093758051207164
2023	2023-02-15	0-02-15	3.4871969190001666	5.0923181514001
2023	2023-02-16	0-02-16	3.4862051987859775	4.091723119271586
2023	2023-02-17	0-02-17	3.4867913520394485	2.092074811223669
2023	2023-02-18	0-02-18	3.4891251394306595	2.0934750836583955
2023	2023-02-19	0-02-19	3.4759618731577007	3.085577123894621
2023	2023-02-20	0-02-20	3.4823002108346253	2.089380126500775
2023	2023-02-21	0-02-21	3.4908954646595225	5.0945372787957135
2023	2023-02-22	0-02-22	3.5019173953024736	2.101150437181484
2023	2023-02-23	0-02-23	3.5155357634335536	3.109321458060132
2023	2023-02-24	0-02-24	3.531920329722843	2.1191521978337056
2023	2023-02-25	0-02-25	3.5512392915118913	6.130743574907134
2023	2023-02-26	0-02-26	3.573625955034717	4.14417557302083
2023	2023-02-27	0-02-27	3.5991468057821296	2.159488083469278
2023	2023-02-28	0-02-28	3.627800224962873	3.1766801349777234
2023	2023-03-01	0-03-01	3.6595164895036287	4.195709893702177
2023	2023-03-02	0-03-02	3.694157772049012	4.216494663229407
2023	2023-03-03	0-03-03	3.731518140961577	2.238910884576946
2023	2023-03-04	0-03-04	3.771325123650339	5.262795074190203
2023	2023-03-05	0-03-05	3.813273034349782	5.287963820609869
2023	2023-03-06	0-03-06	3.857054903755536	4.314232942253321
2023	2023-03-07	0-03-07	3.902363762563231	5.3414182575379385
2023	2023-03-08	0-03-08	3.9488926414684977	4.369335584881099
2023	2023-03-09	0-03-09	3.996334571166964	4.397800742700179
2023	2023-03-10	0-03-10	4.044382582354262	4.426629549412557
2023	2023-03-11	0-03-11	4.09272970572602	2.455637823435612
2023	2023-03-12	0-03-12	4.047037849831505	3.428222709898903
2023	2023-03-13	0-03-13	4.095062289659075	2.457037373795445
2023	2023-03-14	0-03-14	4.142464933757995	2.485478960254797
2023	2023-03-15	0-03-15	4.188938812823897	3.5133632876943386
2023	2023-03-16	0-03-16	4.234176957552409	3.540506174531445
2023	2023-03-17	0-03-17	4.277872398639163	4.566723439183498
2023	2023-03-18	0-03-18	4.3197181667797855	3.591830900067871
2023	2023-03-19	0-03-19	4.453438414816276	5.672063048889766
2023	2023-03-20	0-03-20	4.4906639291515305	7.694398357490918
2023	2023-03-21	0-03-21	4.525118862627546	5.715071317576528
2023	2023-03-22	0-03-22	4.556496245939952	3.7338977475639714
2023	2023-03-23	0-03-23	4.584489109784378	4.750693465870627
2023	2023-03-24	0-03-24	4.608790484856455	3.7652742909138737
2023	2023-03-25	0-03-25	4.629093401851812	2.7774560411110873
2023	2023-03-26	0-03-26	4.645090891466081	6.7870545348796485
2023	2023-03-27	0-03-27	4.656475984394889	2.793885590636933
2023	2023-03-28	0-03-28	4.662941711333867	5.79776502680032
2023	2023-03-29	0-03-29	4.66418129207481	5.798508775244886
2023	2023-03-30	0-03-30	4.6599229199112875	5.795953751946772
2023	2023-03-31	0-03-31	4.650004914370072	4.7900029486220435
2023	2023-04-01	0-04-01	4.634385519826698	5.780631311896019
2023	2023-04-02	0-04-02	4.613142905505459	4.7678857433032755
2023	2023-04-03	0-04-03	4.586475165479403	3.751885099287642
2023	2023-04-04	0-04-04	4.554700318670341	3.732820191202205
2023	2023-04-05	0-04-05	4.518256119752676	4.710953671851605
2023	2023-04-06	0-04-06	4.477665274747795	3.686599164848677
2023	2023-04-07	0-04-07	4.433460288292638	4.660076172975582
2023	2023-04-08	0-04-08	4.386173665024146	2.6317041990144876
2023	2023-04-09	0-04-09	4.336337909579258	4.6018027457475545
2023	2023-04-10	0-04-10	4.284485526594913	4.570691315956948
2023	2023-04-11	0-04-11	4.231149020708053	2.538689412424832
2023	2023-04-12	0-04-12	4.270922931089225	4.562553758653535
2023	2023-04-13	0-04-13	4.216215693308153	6.5297294159848915
2023	2023-04-14	0-04-14	4.161621846535385	2.4969731079212307
2023	2023-04-15	0-04-15	4.107673895407862	2.464604337244717
2023	2023-04-16	0-04-16	4.054904344562521	5.432942606737512
2023	2023-04-17	0-04-17	4.003845698636305	4.402307419181783
2023	2023-04-18	0-04-18	3.955030462266152	3.373018277359691
2023	2023-04-19	0-04-19	3.814929105555396	5.2889574633332375
2023	2023-04-20	0-04-20	3.772198202208192	2.263318921324915
2023	2023-04-21	0-04-21	3.7333082223278704	3.2399849333967223
2023	2023-04-22	0-04-22	3.698791670551374	4.219275002330824
2023	2023-04-23	0-04-23	3.66918105151564	6.201508630909384
2023	2023-04-24	0-04-24	3.64500886985761	3.187005321914566
2023	2023-04-25	0-04-25	3.626807630214224	2.1760845781285343
2023	2023-04-26	0-04-26	3.6151098372224224	6.169065902333453
2023	2023-04-27	0-04-27	3.610447995519143	2.166268797311486
2023	2023-04-28	0-04-28	3.613354609741327	5.1680127658447965
2023	2023-04-29	0-04-29	3.624362184525915	4.174617310715549
2023	2023-04-30	0-04-30	3.64397902348215	5.18638741408929
2023	2023-05-01	0-05-01	3.6725762811049494	3.20354576866297
2023	2023-05-02	0-05-02	3.710355038555756	3.226213023133454
2023	2023-05-03	0-05-03	3.757346299827877	4.2544077798967255
2023	2023-05-04	0-05-04	3.813410991746472	4.2880465950478825
2023	2023-05-05	0-05-05	3.878239963968564	3.3269439783811383
2023	2023-05-06	0-05-06	3.951353988983034	3.37081239338982
2023	2023-05-07	0-05-07	4.032127963138315	4.419276777882989
2023	2023-05-08	0-05-08	4.11990385472903	3.4719423128374176
2023	2023-05-09	0-05-09	4.214023628215129	2.5284141769290773
2023	2023-05-10	0-05-10	4.313829248056565	3.588297548833939
2023	2023-05-11	0-05-11	4.418662678713288	4.651197607227973
2023	2023-05-12	0-05-12	4.3620296932158364	2.617217815929502
2023	2023-05-13	0-05-13	4.474944638882988	5.684966783329793
2023	2023-05-14	0-05-14	4.590913288745281	6.754547973247169
2023	2023-05-15	0-05-15	4.709277607262668	5.825566564357601
2023	2023-05-16	0-05-16	4.829379558895099	4.89762773533706
2023	2023-05-17	0-05-17	4.950561108102527	4.970336664861517
2023	2023-05-18	0-05-18	5.072164219344901	8.04329853160694
2023	2023-05-19	0-05-19	5.359367048511588	5.215620229106953
2023	2023-05-20	0-05-20	5.479839177203711	5.287903506322227
2023	2023-05-21	0-05-21	5.598758761310636	7.359255256786382
2023	2023-05-22	0-05-22	5.715467765292314	3.4292806591753884
2023	2023-05-23	0-05-23	5.829308153608696	4.497584892165218
2023	2023-05-24	0-05-24	5.939621890719734	6.563773134431841
2023	2023-05-25	0-05-25	6.045750941085379	7.627450564651228
2023	2023-05-26	0-05-26	6.147037269165584	6.68822236149935
2023	2023-05-27	0-05-27	6.242822839420298	7.745693703652179
2023	2023-05-28	0-05-28	6.332449616309474	7.799469769785684
2023	2023-05-29	0-05-29	6.415259564293062	5.849155738575837
2023	2023-05-30	0-05-30	6.490594647831014	3.894356788698608
2023	2023-05-31	0-05-31	6.557796831383283	4.93467809882997
2023	2023-06-01	0-06-01	6.616215312433209	5.969729187459925
2023	2023-06-02	0-06-02	6.66529800734766	4.999178804408595
2023	2023-06-03	0-06-03	6.704654290647617	8.02279257438857
2023	2023-06-04	0-06-04	6.734056221051094	6.040433732630656
2023	2023-06-05	0-06-05	6.753438541473131	5.052063124883879
2023	2023-06-06	0-06-06	6.7628986790258026	7.057739207415482
2023	2023-06-07	0-06-07	6.762696745018207	7.057618047010925
2023	2023-06-08	0-06-08	6.753248301933087	4.0519489811598515
2023	2023-06-09	0-06-09	6.735032877566685	5.041019726540011
2023	2023-06-10	0-06-10	6.708531225758162	6.025118735454897
2023	2023-06-11	0-06-11	6.674224100346677	7.004534460208006
2023	2023-06-12	0-06-12	6.6717196262588345	4.0030317757553
2023	2023-06-13	0-06-13	6.623243815158902	3.9739462890953408
2023	2023-06-14	0-06-14	6.568404791973482	6.941042875184088
2023	2023-06-15	0-06-15	6.5076833105417355	7.904609986325041
2023	2023-06-16	0-06-16	6.4415601247028205	7.864936074821692
2023	2023-06-17	0-06-17	6.370515988295897	7.822309592977538
2023	2023-06-18	0-06-18	6.295031655160122	3.777018993096074
2023	2023-06-19	0-06-19	6.176460508047209	4.705876304828325
2023	2023-06-20	0-06-20	6.093538042971211	7.6561228257827265
2023	2023-06-21	0-06-21	6.007617642683838	6.604570585610302
2023	2023-06-22	0-06-22	5.919180061024252	7.551508036614552
2023	2023-06-23	0-06-23	5.82870605183161	7.497223631098965
2023	2023-06-24	0-06-24	5.73667636894507	4.442005821367042
2023	2023-06-25	0-06-25	5.643571766203792	5.386143059722275
2023	2023-06-26	0-06-26	5.5498729974469345	7.32992379846816
2023	2023-06-27	0-06-27	5.4560608165136575	3.2736364899081942
2023	2023-06-28	0-06-28	5.362615977243118	5.217569586345871
2023	2023-06-29	0-06-29	5.270019233474477	3.162011540084686
2023	2023-06-30	0-06-30	5.178751339046891	5.107250803428135
2023	2023-07-01	0-07-01	5.089293047799522	5.053575828679714
2023	2023-07-02	0-07-02	5.0021245883247065	4.001274752994824
2023	2023-07-03	0-07-03	4.917702737969	2.9506216427813996
2023	2023-07-04	0-07-04	4.836429503728808	3.901857702237285
2023	2023-07-05	0-07-05	4.758649867005861	4.855189920203516
2023	2023-07-06	0-07-06	4.684651783607212	5.810791070164327
2023	2023-07-07	0-07-07	4.614666183745235	4.768799710247141
2023	2023-07-08	0-07-08	4.548866972037631	3.729320183222579
2023	2023-07-09	0-07-09	4.487371552754239	2.692422931652543
2023	2023-07-10	0-07-10	4.4302637558160125	2.6581582534896073
2023	2023-07-11	0-07-11	4.377625155899367	3.626575093539621
2023	2023-07-12	0-07-12	4.413924007269593	3.648354404361755
2023	2023-07-13	0-07-13	4.370468525425374	6.622281115255224
2023	2023-07-14	0-07-14	4.331726964632001	2.5990361787792
2023	2023-07-15	0-07-15	4.29778089956589	3.5786685397395335
2023	2023-07-16	0-07-16	4.268711904903462	3.5612271429420774
2023	2023-07-17	0-07-17	4.244601555321138	6.546760933192683
2023	2023-07-18	0-07-18	4.225531425495337	5.535318855297202
2023	2023-07-19	0-07-19	4.127196410513614	4.476317846308168
2023	2023-07-20	0-07-20	4.118451444230118	6.471070866538071
2023	2023-07-21	0-07-21	4.114991421732406	7.468994853039444
2023	2023-07-22	0-07-22	4.116897917696897	5.470138750618138
2023	2023-07-23	0-07-23	4.124252506800011	5.474551504080006
2023	2023-07-24	0-07-24	4.137136763718168	2.4822820582309006
2023	2023-07-25	0-07-25	4.155632263127787	4.493379357876672
2023	2023-07-26	0-07-26	4.179820579705289	5.507892347823174
2023	2023-07-27	0-07-27	4.209783288127094	3.525869972876256
2023	2023-07-28	0-07-28	4.245601963069622	6.547361177841773
2023	2023-07-29	0-07-29	4.287358179209292	4.572414907525575
2023	2023-07-30	0-07-30	4.335133511222525	2.601080106733515
2023	2023-07-31	0-07-31	4.389009533785739	3.633405720271443
2023	2023-08-01	0-08-01	4.449067821575357	6.669440692945214
2023	2023-08-02	0-08-02	4.515389949267797	6.709233969560678
2023	2023-08-03	0-08-03	4.588057484187727	4.752834490512637
2023	2023-08-04	0-08-04	4.667131133358005	5.800278680014803
2023	2023-08-05	0-08-05	4.752584246823402	2.8515505480940413
2023	2023-08-06	0-08-06	4.844289591812638	5.9065737550875825
2023	2023-08-07	0-08-07	4.942019352738377	2.965211611643026
2023	2023-08-08	0-08-08	5.045445131197231	7.027267078718339
2023	2023-08-09	0-08-09	5.154137945969755	4.092482767581853
2023	2023-08-10	0-08-10	5.267568240372206	6.160540944223324
2023	2023-08-11	0-08-11	5.385126735206597	8.231076041123957
2023	2023-08-12	0-08-12	5.356855400019294	4.214113240011576
2023	2023-08-13	0-08-13	5.480802780609691	5.288481668365815
2023	2023-08-14	0-08-14	5.607010846524156	6.364206507914494
2023	2023-08-15	0-08-15	5.734857092726731	6.440914255636038
2023	2023-08-16	0-08-16	5.863719014181458	3.518231408508875
2023	2023-08-17	0-08-17	5.992974105852382	9.595784463511428
2023	2023-08-18	0-08-18	6.121999862703543	4.673199917622126
2023	2023-08-19	0-08-19	6.399509305116661	4.839705583069996
2023	2023-08-20	0-08-20	6.526208877220429	8.915725326332257
2023	2023-08-21	0-08-21	6.650811599396563	4.990486959637938
2023	2023-08-22	0-08-22	6.772694966609106	8.063616979965463
2023	2023-08-23	0-08-23	6.891236473822101	7.134741884293261
2023	2023-08-24	0-08-24	7.005813615999592	4.203488169599755
2023	2023-08-25	0-08-25	7.11580388810562	7.2694823328633715
2023	2023-08-26	0-08-26	7.220584785104228	6.332350871062537
2023	2023-08-27	0-08-27	7.31953380195946	5.391720281175676
2023	2023-08-28	0-08-28	7.412028433635356	10.447217060181211
2023	2023-08-29	0-08-29	7.4974461750959644	6.498467705057578
2023	2023-08-30	0-08-30	7.575164521305322	15.545098712783194
2023	2023-08-31	0-08-31	7.644560967227475	8.586736580336485
2023	2023-09-01	0-09-01	7.705013007826463	8.623007804695877
2023	2023-09-02	0-09-02	7.755898138066333	10.6535388828398
2023	2023-09-03	0-09-03	7.7965938529111245	7.677956311746675
2023	2023-09-04	0-09-04	7.826477647324882	8.695886588394929
2023	2023-09-05	0-09-05	7.844940392021882	8.706964235213128
2023	2023-09-06	0-09-06	7.851494923979878	9.710896954387929
2023	2023-09-07	0-09-07	7.845828805916732	8.707497283550039
2023	2023-09-08	0-09-08	7.827804676487817	13.69668280589269
2023	2023-09-09	0-09-09	7.797460250286036	6.678476150171622
2023	2023-09-10	0-09-10	7.755008317841798	7.653004990705079
2023	2023-09-11	0-09-11	7.70083674562304	6.620502047373824
2023	2023-09-12	0-09-12	7.704535645868371	10.622721387521022
2023	2023-09-13	0-09-13	7.628626603740255	6.577175962244153
2023	2023-09-14	0-09-14	7.542753191348757	9.525651914809254
2023	2023-09-15	0-09-15	7.447518435220548	7.468511061132329
2023	2023-09-16	0-09-16	7.343525361882296	9.406115217129376
2023	2023-09-17	0-09-17	7.231376997860668	9.3388261987164
2023	2023-09-18	0-09-18	7.111676369682335	7.2670058218094
2023	2023-09-19	0-09-19	6.9159859582905625	4.1495915749743375
2023	2023-09-20	0-09-20	6.78298988137882	4.069793928827292
2023	2023-09-21	0-09-21	6.644250619890376	7.986550371934225
2023	2023-09-22	0-09-22	6.500371200351898	5.900222720211138
2023	2023-09-23	0-09-23	6.3519546492900565	3.8111727895740337
2023	2023-09-24	0-09-24	6.199603993231517	9.719762395938911
2023	2023-09-25	0-09-25	6.043922258702951	8.62635335522177
2023	2023-09-26	0-09-26	5.885512472231024	8.531307483338615
2023	2023-09-27	0-09-27	5.724977660342409	6.434986596205445
2023	2023-09-28	0-09-28	5.56292084956377	4.337752509738262
2023	2023-09-29	0-09-29	5.399945066421777	5.239967039853067
2023	2023-09-30	0-09-30	5.236653337443096	4.141992002465857
2023	2023-10-01	0-10-01	5.0736486891544	5.04418921349264
2023	2023-10-02	0-10-02	4.911534148082355	8.946920488849413
2023	2023-10-03	0-10-03	4.750912740753629	3.850547644452177
2023	2023-10-04	0-10-04	4.592387493694892	2.755432496216935
2023	2023-10-05	0-10-05	4.436561433432808	4.661936860059685
2023	2023-10-06	0-10-06	4.284037233638357	4.570422340183014
2023	2023-10-07	0-10-07	4.1354094040865785	3.481245642451947
2023	2023-10-08	0-10-08	3.9912566452037455	4.394753987122247
2023	2023-10-09	0-10-09	3.852141528333904	5.311284917000343
2023	2023-10-10	0-10-10	3.7186104957388793	3.2311662974433277
2023	2023-10-11	0-10-11	3.5911938605982696	4.154716316358962
2023	2023-10-12	0-10-12	3.582520743550479	2.1495124461302875
2023	2023-10-13	0-10-13	3.468859679384302	4.081315807630581
2023	2023-10-14	0-10-14	3.3628160473253152	2.017689628395189
2023	2023-10-15	0-10-15	3.2648799703246234	3.958927982194774
2023	2023-10-16	0-10-16	3.1755415713333264	2.9053249427999956
2023	2023-10-17	0-10-17	3.095290973302526	2.8571745839815152
2023	2023-10-18	0-10-18	3.0246182991833246	3.814770979509994
2023	2023-10-19	0-10-19	2.8518987353857974	3.7111392412314785
2023	2023-10-20	0-10-20	2.8018522779430977	2.6811113667658586
2023	2023-10-21	0-10-21	2.7628541132653015	3.657712467959181
2023	2023-10-22	0-10-22	2.7353943643035112	3.6412366185821066
2023	2023-10-23	0-10-23	2.719963154008828	1.6319778924052966
2023	2023-10-24	0-10-24	2.7170506053323535	4.630230363199412
2023	2023-10-25	0-10-25	2.7271468412251885	1.636288104735113
2023	2023-10-26	0-10-26	2.7507419846384362	2.6504451907830617
2023	2023-10-27	0-10-27	2.788326158523196	4.672995695113918
2023	2023-10-28	0-10-28	2.8403894858305723	1.7042336914983434
2023	2023-10-29	0-10-29	2.907422089511665	2.744453253706999
2023	2023-10-30	0-10-30	2.9899140925175756	1.7939484555105454
2023	2023-10-31	0-10-31	3.0883556177994076	2.853013370679645
2023	2023-11-01	0-11-01	3.20323678830826	6.921942072984956
2023	2023-11-02	0-11-02	3.3350477269952368	3.001028636197142
2023	2023-11-03	0-11-03	3.4842785568114394	2.0905671340868635
2023	2023-11-04	0-11-04	3.651419400707968	5.19085164042478
2023	2023-11-05	0-11-05	3.836960381635924	4.302176228981555
2023	2023-11-06	0-11-06	4.041391622546412	3.424834973527847
2023	2023-11-07	0-11-07	4.265202739523264	2.559121643713959
2023	2023-11-08	0-11-08	4.50877975018243	4.705267850109458
2023	2023-11-09	0-11-09	4.772177169873774	3.863306301924264
2023	2023-11-10	0-11-10	5.0550874987563805	7.033052499253828
2023	2023-11-11	0-11-11	5.35684122179855	3.21410473307913
2023	2023-11-12	0-11-12	5.427509203016969	5.2565055218101815
2023	2023-11-13	0-11-13	5.7634931085200165	5.45809586511201
2023	2023-11-14	0-11-14	6.11414027881007	4.668484167286042
2023	2023-11-15	0-11-15	6.477437243427445	10.886462346056469
2023	2023-11-16	0-11-16	6.851340018987745	7.110804011392647
2023	2023-11-17	0-11-17	7.233804622106575	6.3402827732639455
2023	2023-11-18	0-11-18	7.622787069399536	7.573672241639722
2023	2023-11-19	0-11-19	8.265140983243057	8.959084589945835
2023	2023-11-20	0-11-20	8.661027168731096	13.196616301238658
2023	2023-11-21	0-11-21	9.057299248240074	9.434379548944044
2023	2023-11-22	0-11-22	9.4519132383856	9.67114794303136
2023	2023-11-23	0-11-23	9.842825155783274	12.905695093469964
2023	2023-11-24	0-11-24	10.2279910170487	10.13679461022922
2023	2023-11-25	0-11-25	10.605366838797488	8.363220103278493
2023	2023-11-26	0-11-26	10.97290863764523	7.583745182587138
2023	2023-11-27	0-11-27	11.328572430207537	12.797143458124522
2023	2023-11-28	0-11-28	11.67031423310001	13.002188539860006
2023	2023-11-29	0-11-29	11.99609006293825	13.19765403776295
2023	2023-11-30	0-11-30	12.303855936337872	12.382313561802722
2023	2023-12-01	0-12-01	12.591567869914464	12.55494072194868
2023	2023-12-02	0-12-02	12.857181880283637	11.714309128170182
2023	2023-12-03	0-12-03	13.098653984060997	8.859192390436597
2023	2023-12-04	0-12-04	13.313940197862138	9.988364118717282
2023	2023-12-05	0-12-05	13.500996538302672	16.100597922981603
2023	2023-12-06	0-12-06	13.657779021998202	13.19466741319892
2023	2023-12-07	0-12-07	13.782243665564325	17.269346199338592
2023	2023-12-08	0-12-08	13.872346485616651	17.32340789136999
2023	2023-12-09	0-12-09	13.926128901524434	13.35567734091466
2023	2023-12-10	0-12-10	13.942126313695924	12.365275788217554
2023	2023-12-11	0-12-11	13.919490147471528	14.351694088482915
2023	2023-12-12	0-12-12	13.927886972896465	10.35673218373788
2023	2023-12-13	0-12-13	13.827902112352298	16.296741267411377
2023	2023-12-14	0-12-14	13.690434229109604	13.214260537465762
2023	2023-12-15	0-12-15	13.517098934959527	17.110259360975718
2023	2023-12-16	0-12-16	13.310042485552248	15.986025491331349
2023	2023-12-17	0-12-17	13.071533202111638	15.842919921266985
2023	2023-12-18	0-12-18	12.80383942754208	12.682303656525248
2023	2023-12-19	0-12-19	12.43933040665584	18.463598243993506
2023	2023-12-20	0-12-20	12.12007267854153	12.272043607124916
2023	2023-12-21	0-12-21	11.778435488011407	9.067061292806844
2023	2023-12-22	0-12-22	11.41668717796986	9.850012306781917
2023	2023-12-23	0-12-23	11.03709609132127	17.62225765479276
2023	2023-12-24	0-12-24	10.641930570970016	12.38515834258201
2023	2023-12-25	0-12-25	10.23345895982048	15.140075375892287
2023	2023-12-26	0-12-26	9.813949600777043	7.888369760466226
2023	2023-12-27	0-12-27	9.385670836744088	9.631402502046452
2023	2023-12-28	0-12-28	8.950891010625991	9.370534606375594
2023	2023-12-29	0-12-29	8.511878465327133	7.10712707919628
2023	2023-12-30	0-12-30	8.0709015437519	5.842540926251139
2023	2023-12-31	0-12-31	7.630228588804669	6.5781371532828015
2024	2024-01-01	0-01-01	7.192127943389822	9.315276766033891
2024	2024-01-02	0-01-02	6.758867950411742	7.055320770247045
2024	2024-01-03	0-01-03	6.332716952774802	5.799630171664881
2024	2024-01-04	0-01-04	5.9159432933833935	3.549565976030036
2024	2024-01-05	0-01-05	5.510815315141893	5.306489189085136
2024	2024-01-06	0-01-06	5.119601360954682	5.071760816572809
2024	2024-01-07	0-01-07	4.74456977372614	3.846741864235684
2024	2024-01-08	0-01-08	4.387988896360646	2.6327933378163877
2024	2024-01-09	0-01-09	4.0521270717625875	2.4312762430575523
2024	2024-01-10	0-01-10	3.739230939318669	4.243538563591201
2024	2024-01-11	0-01-11	3.451242330930029	2.0707453985580173
2024	2024-01-12	0-01-12	3.2655067366423833	3.9593040419854297
2024	2024-01-13	0-01-13	3.031141653754394	3.818684992252636
2024	2024-01-14	0-01-14	2.8244779222201233	2.694686753332074
2024	2024-01-15	0-01-15	2.6454321677140644	1.5872593006284386
2024	2024-01-16	0-01-16	2.4934136908648776	3.4960482145189267
2024	2024-01-17	0-01-17	2.3673461707730743	4.420407702463844
2024	2024-01-18	0-01-18	2.265950768978904	2.3595704613873423
2024	2024-01-19	0-01-19	2.1120376638322123	1.2672225982993273
2024	2024-01-20	0-01-20	2.056137701384073	1.233682620830444
2024	2024-01-21	0-01-21	2.021061059984328	2.212636635990597
2024	2024-01-22	0-01-22	2.005524807216567	3.20331488432994
2024	2024-01-23	0-01-23	2.008246010664372	1.204947606398623
2024	2024-01-24	0-01-24	2.027941737911335	2.216765042746801
2024	2024-01-25	0-01-25	2.063329056541039	3.2379974339246234
2024	2024-01-26	0-01-26	2.113125034137073	2.2678750204822435
2024	2024-01-27	0-01-27	2.1760467382830218	1.305628042969813
2024	2024-01-28	0-01-28	2.2508112365624733	1.350486741937484
2024	2024-01-29	0-01-29	2.3361355965590156	4.401681357935409
2024	2024-01-30	0-01-30	2.430736885856234	1.4584421315137406
2024	2024-01-31	0-01-31	2.5333321720377153	6.5199993032226295
2024	2024-02-01	0-02-01	2.6426385226870464	3.585583113612228
2024	2024-02-02	0-02-02	2.757373005387814	1.6544238032326883
2024	2024-02-03	0-02-03	2.8762526877236048	1.7257516126341628
2024	2024-02-04	0-02-04	2.997994637278006	3.798796782366803
2024	2024-02-05	0-02-05	3.1213159216346043	2.8727895529807626
2024	2024-02-06	0-02-06	3.2449336083769857	3.946960165026192
2024	2024-02-07	0-02-07	3.367564765088739	4.020538859053243
2024	2024-02-08	0-02-08	3.4879264593534485	4.0927558756120686
2024	2024-02-09	0-02-09	3.6047357587547033	3.162841455252822
2024	2024-02-10	0-02-10	3.716709730876088	5.230025838525653
2024	2024-02-11	0-02-11	3.822567023685412	3.293540214211247
2024	2024-02-12	0-02-12	3.9074007572792055	3.3444404543675232
2024	2024-02-13	0-02-13	3.997724850662227	4.398634910397336
2024	2024-02-14	0-02-14	4.079144175544354	4.447486505326612
2024	2024-02-15	0-02-15	4.1512498672236395	4.490749920334183
2024	2024-02-16	0-02-16	4.2138954968655575	3.528337298119334
2024	2024-02-17	0-02-17	4.26719707150299	5.560318242901793
2024	2024-02-18	0-02-18	4.31153145365202	3.5869188721912124
2024	2024-02-19	0-02-19	4.361163469567412	3.616698081740447
2024	2024-02-20	0-02-20	4.389199582463126	4.633519749477876
2024	2024-02-21	0-02-21	4.409917738715416	4.6459506432292494
2024	2024-02-22	0-02-22	4.4238720569797705	3.654323234187862
2024	2024-02-23	0-02-23	4.431616655911678	2.6589699935470064
2024	2024-02-24	0-02-24	4.433705654166627	3.660223392499976
2024	2024-02-25	0-02-25	4.430693170400109	2.6584159022400655
2024	2024-02-26	0-02-26	4.42313332326761	3.653879993960566
2024	2024-02-27	0-02-27	4.41158023142462	6.646948138854771
2024	2024-02-28	0-02-28	4.396588013526626	5.637952808115976
2024	2024-02-29	0-02-29	4.378710788229121	4.627226472937473
2024	2024-03-01	0-03-01	4.358502674187591	4.615101604512555
2024	2024-03-02	0-03-02	4.336517790057525	4.601910674034515
2024	2024-03-03	0-03-03	4.313310254494411	3.5879861526966463
2024	2024-03-04	0-03-04	4.2894341861537395	5.5736605116922435
2024	2024-03-05	0-03-05	4.265443703691	4.5592662222146
